,date,0
2023-03-09,2023-01-18,0.0
2023-04-13,2023-01-18,0.0
2023-03-09,2023-01-19,0.0
2023-04-13,2023-01-19,0.0
2023-03-09,2023-01-20,0.0
2023-04-13,2023-01-20,0.0
2023-03-09,2023-01-25,0.0
2023-04-13,2023-01-25,0.0
2023-03-09,2023-01-26,0.0
2023-04-13,2023-01-26,0.0
2023-03-09,2023-01-27,0.0
2023-04-13,2023-01-27,0.0
2023-03-09,2023-01-30,0.0
2023-04-13,2023-01-30,0.0
2023-03-09,2023-01-31,0.0
2023-04-13,2023-01-31,0.0
2023-03-09,2023-02-01,0.0
2023-04-13,2023-02-01,0.0
2023-03-09,2023-02-02,0.0
2023-04-13,2023-02-02,0.0
2023-03-09,2023-02-03,0.0
2023-04-13,2023-02-03,0.0
2023-03-09,2023-02-06,0.0
2023-04-13,2023-02-06,0.0
2023-03-09,2023-02-07,0.0
2023-04-13,2023-02-07,0.0
2023-03-09,2023-02-08,0.0
2023-04-13,2023-02-08,0.0
2023-03-09,2023-02-09,0.0
2023-04-13,2023-02-09,0.0
2023-03-09,2023-02-10,0.0
2023-04-13,2023-02-10,0.0
2023-03-09,2023-02-13,0.0
2023-04-13,2023-02-13,0.0
2023-03-09,2023-02-14,0.0
2023-04-13,2023-02-14,0.0
2023-03-09,2023-02-15,0.0
2023-04-13,2023-02-15,0.0
2023-03-09,2023-02-16,0.0
2023-04-13,2023-02-16,0.0
2023-03-09,2023-02-17,0.0
2023-04-13,2023-02-17,0.0
2023-03-09,2023-02-20,0.0
2023-04-13,2023-02-20,0.0
2023-03-09,2023-02-21,0.0
2023-04-13,2023-02-21,0.0
2023-03-09,2023-02-22,0.0
2023-04-13,2023-02-22,0.0
2023-03-09,2023-02-23,0.0
2023-04-13,2023-02-23,0.0
2023-03-09,2023-02-24,0.0
2023-04-13,2023-02-24,0.0
2023-03-09,2023-02-27,0.0
2023-04-13,2023-02-27,0.0
2023-03-09,2023-02-28,0.0
2023-04-13,2023-02-28,0.0
2023-03-09,2023-03-02,0.0
2023-04-13,2023-03-02,0.0
2023-03-09,2023-03-03,0.0
2023-04-13,2023-03-03,0.0
2023-03-09,2023-03-06,0.0
2023-04-13,2023-03-06,0.0
2023-03-09,2023-03-07,0.0
2023-04-13,2023-03-07,0.0
2023-03-09,2023-03-08,0.0
2023-04-13,2023-03-08,0.0
2023-03-09,2023-03-09,0.0
2023-04-13,2023-03-09,0.0
2023-04-13,2023-03-10,0.0
2023-05-11,2023-03-10,0.0
2023-04-13,2023-03-13,0.0
2023-05-11,2023-03-13,-0.9800000000000004
2023-04-13,2023-03-14,0.0
2023-05-11,2023-03-14,2.1100000000000003
2023-04-13,2023-03-15,0.0
2023-04-13,2023-03-16,0.0
2023-04-13,2023-03-17,0.0
2023-04-13,2023-03-20,0.0
2023-04-13,2023-03-21,0.0
2023-04-13,2023-03-22,0.0
2023-04-13,2023-03-23,0.0
2023-04-13,2023-03-24,0.0
2023-04-13,2023-03-27,0.0
2023-04-13,2023-03-28,0.0
2023-04-13,2023-03-29,0.0
2023-04-13,2023-03-30,0.0
2023-04-13,2023-03-31,0.0
2023-04-13,2023-04-03,0.0
2023-04-13,2023-04-04,0.0
2023-04-13,2023-04-05,0.0
2023-04-13,2023-04-06,0.0
2023-04-13,2023-04-07,0.0
2023-04-13,2023-04-10,0.0
2023-04-13,2023-04-11,0.0
2023-04-13,2023-04-12,0.0
2023-04-13,2023-04-13,0.0
2023-06-08,2023-04-20,0.0
2023-06-08,2023-04-21,0.8600000000000003
2023-06-08,2023-04-24,0.8300000000000001
2023-06-08,2023-04-25,1.05
2023-07-13,2023-05-15,0.0
2023-07-13,2023-05-16,-0.020000000000000462
2023-07-13,2023-05-17,-0.4900000000000002
2023-07-13,2023-05-18,-1.4399999999999995
