,,"weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2"
2023-08-18,2023-08-17,C,2308W4,335.0,KR4209BR3352,코스피위클리 C 2308W4 335.0,0.43,0.4,0.82,0.28,12.9,71966,9202455000,5102,2023-08-24,6,326.9,330.65,326.24,328.42,16.03,3.5,327.5,7.5,0.43,0.144,0.039,-0.095,0.103,1,0.43,C,2308W4,340.0,KR4209BR3402,코스피위클리 C 2308W4 340.0,0.07,0.07,0.15,0.04,13.1,35455,694300000,7025,2023-08-24,6,326.9,330.65,326.24,328.42,16.03,3.5,327.5,12.5,0.07,-0.062,-0.024,0.06,-0.064,1,-0.14
2023-08-21,2023-08-17,C,2308W4,335.0,KR4209BR3352,코스피위클리 C 2308W4 335.0,0.29,0.41,0.8,0.22,14.6,86840,9974392500,9028,2023-08-24,3,329.45,331.09,328.3,328.84,16.03,3.5,330.0,5.0,0.29,0.119,0.039,-0.125,0.068,1,0.29,C,2308W4,340.0,KR4209BR3402,코스피위클리 C 2308W4 340.0,0.02,0.06,0.11,0.01,13.9,38653,477657500,12272,2023-08-24,3,329.45,331.09,328.3,328.84,16.03,3.5,330.0,10.0,0.02,-0.024,-0.012,0.038,-0.022,1,-0.04
2023-08-22,2023-08-17,C,2308W4,335.0,KR4209BR3352,코스피위클리 C 2308W4 335.0,0.22,0.48,0.81,0.11,14.1,269315,24902140000,14273,2023-08-24,2,331.65,332.53,328.69,329.7,15.33,3.5,330.0,5.0,0.23,0.111,0.045,-0.133,0.057,1,0.23,C,2308W4,340.0,KR4209BR3402,코스피위클리 C 2308W4 340.0,0.01,0.03,0.08,0.01,13.9,96195,676015000,14374,2023-08-24,2,331.65,332.53,328.69,329.7,15.33,3.5,330.0,10.0,0.01,-0.016,-0.01,0.03,-0.014,1,-0.02
2023-08-23,2023-08-17,C,2308W4,335.0,KR4209BR3352,코스피위클리 C 2308W4 335.0,0.03,0.06,0.12,0.01,12.2,216242,2932652500,20892,2023-08-24,1,328.95,330.22,327.87,329.15,14.97,3.5,330.0,5.0,0.03,0.027,0.021,-0.046,0.015,1,0.03,C,2308W4,340.0,KR4209BR3402,코스피위클리 C 2308W4 340.0,0.01,0.01,0.01,0.01,17.9,4909,12272500,17469,2023-08-24,1,328.95,330.22,327.87,329.15,14.97,3.5,330.0,10.0,0.01,-0.016,-0.01,0.046,-0.01,1,-0.02
2023-08-24,2023-08-17,C,2308W4,335.0,KR4209BR3352,코스피위클리 C 2308W4 335.0,0.03,0.17,0.29,0.01,4.6,491541,10010420000,0,2023-08-24,0,333.14,334.04,332.14,333.82,13.94,3.5,335.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2308W4,340.0,KR4209BR3402,코스피위클리 C 2308W4 340.0,0.01,0.01,0.01,0.01,15.5,1407,3517500,0,2023-08-24,0,333.14,334.04,332.14,333.82,13.94,3.5,335.0,5.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-08-24,2023-08-24,C,2308W5,340.0,KR4209BS3401,코스피위클리 C 2308W5 340.0,0.46,0.43,0.54,0.29,11.6,3631,344800000,1094,2023-08-31,7,333.14,334.04,332.14,333.82,13.94,3.5,335.0,5.0,0.46,0.155,0.042,-0.085,0.118,1,0.46,C,2308W5,342.5,KR4209BS3427,코스피위클리 C 2308W5 342.5,0.18,0.18,0.23,0.11,11.4,5526,198457500,3603,2023-08-31,7,333.14,334.04,332.14,333.82,13.94,3.5,335.0,7.5,0.18,-0.142,-0.048,0.096,-0.134,1,-0.36
2023-08-25,2023-08-24,C,2308W5,340.0,KR4209BS3401,코스피위클리 C 2308W5 340.0,0.11,0.09,0.17,0.07,12.2,43601,1294267500,7696,2023-08-31,6,329.31,331.4,328.66,330.25,14.86,3.5,330.0,10.0,0.11,0.047,0.018,-0.039,0.045,1,0.11,C,2308W5,342.5,KR4209BS3427,코스피위클리 C 2308W5 342.5,0.03,0.02,0.05,0.02,12.1,17916,185365000,4647,2023-08-31,6,329.31,331.4,328.66,330.25,14.86,3.5,330.0,12.5,0.03,-0.034,-0.016,0.032,-0.038,1,-0.06
2023-08-28,2023-08-24,C,2308W5,340.0,KR4209BS3401,코스피위클리 C 2308W5 340.0,0.1,0.14,0.16,0.04,12.9,43123,975887500,10154,2023-08-31,3,332.1,332.67,330.87,332.53,14.18,3.5,332.5,7.5,0.1,0.054,0.024,-0.061,0.038,1,0.1,C,2308W5,342.5,KR4209BS3427,코스피위클리 C 2308W5 342.5,0.03,0.05,0.05,0.01,13.3,22021,143322500,8084,2023-08-31,3,332.1,332.67,330.87,332.53,14.18,3.5,332.5,10.0,0.03,-0.036,-0.02,0.052,-0.032,1,-0.06
2023-08-29,2023-08-24,C,2308W5,340.0,KR4209BS3401,코스피위클리 C 2308W5 340.0,0.04,0.13,0.13,0.04,10.9,67576,1273545000,13717,2023-08-31,2,333.57,334.46,332.7,333.76,13.49,3.5,335.0,5.0,0.04,0.033,0.022,-0.04,0.022,1,0.04,C,2308W5,342.5,KR4209BS3427,코스피위클리 C 2308W5 342.5,0.01,0.02,0.03,0.01,11.9,19291,79720000,13001,2023-08-31,2,333.57,334.46,332.7,333.76,13.49,3.5,335.0,7.5,0.01,-0.018,-0.014,0.03,-0.014,1,-0.02
2023-08-30,2023-08-24,C,2308W5,340.0,KR4209BS3401,코스피위클리 C 2308W5 340.0,0.02,0.22,0.31,0.01,9.9,169544,4826232500,21292,2023-08-31,1,337.11,337.69,334.94,334.94,13.05,3.5,335.0,5.0,0.02,0.022,0.021,-0.032,0.013,1,0.02,C,2308W5,342.5,KR4209BS3427,코스피위클리 C 2308W5 342.5,0.01,0.03,0.04,0.01,12.8,55145,288315000,17716,2023-08-31,1,337.11,337.69,334.94,334.94,13.05,3.5,335.0,7.5,0.01,-0.02,-0.016,0.042,-0.014,1,-0.02
2023-08-31,2023-08-24,C,2308W5,340.0,KR4209BS3401,코스피위클리 C 2308W5 340.0,0.01,0.01,0.02,0.01,14.4,41716,128752500,0,2023-08-31,0,335.38,336.06,333.39,334.75,12.78,3.5,335.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2308W5,342.5,KR4209BS3427,코스피위클리 C 2308W5 342.5,0.01,0.01,0.01,0.01,19.8,1212,3030000,0,2023-08-31,0,335.38,336.06,333.39,334.75,12.78,3.5,335.0,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-08-31,2023-08-31,C,2309W1,340.0,KR4209BT3400,코스피위클리 C 2309W1 340.0,0.49,0.71,0.77,0.29,10.6,5035,522817500,869,2023-09-07,7,335.38,336.06,333.39,334.75,12.78,3.5,335.0,5.0,0.49,0.175,0.049,-0.085,0.128,1,0.49,C,2309W1,342.5,KR4209BT3426,코스피위클리 C 2309W1 342.5,0.19,0.25,0.3,0.1,10.6,8718,315322500,4648,2023-09-07,7,335.38,336.06,333.39,334.75,12.78,3.5,335.0,7.5,0.19,-0.16,-0.056,0.098,-0.148,1,-0.38
2023-09-01,2023-08-31,C,2309W1,340.0,KR4209BT3400,코스피위클리 C 2309W1 340.0,1.09,0.32,1.47,0.29,9.3,50487,10242987500,2971,2023-09-07,6,334.11,338.95,334.07,338.28,12.53,3.5,337.5,2.5,1.1,0.369,0.087,-0.117,0.177,1,1.1,C,2309W1,342.5,KR4209BT3426,코스피위클리 C 2309W1 342.5,0.41,0.11,0.65,0.1,9.2,56020,4657835000,6352,2023-09-07,6,334.11,338.95,334.07,338.28,12.53,3.5,337.5,5.0,0.42,-0.36,-0.122,0.162,-0.246,1,-0.84
2023-09-04,2023-08-31,C,2309W1,340.0,KR4209BT3400,코스피위클리 C 2309W1 340.0,1.87,1.27,1.95,0.72,8.5,53979,17415722500,3858,2023-09-07,3,339.1,341.02,337.6,341.02,12.49,3.5,340.0,0.0,1.87,0.65,0.122,-0.141,0.132,1,1.87,C,2309W1,342.5,KR4209BT3426,코스피위클리 C 2309W1 342.5,0.75,0.51,0.78,0.23,9.3,102748,12553007500,7494,2023-09-07,3,339.1,341.02,337.6,341.02,12.49,3.5,340.0,2.5,0.76,-0.688,-0.222,0.306,-0.262,1,-1.52
2023-09-05,2023-08-31,C,2309W1,340.0,KR4209BT3400,코스피위클리 C 2309W1 340.0,1.57,2.02,2.15,1.1,11.1,75081,27662042500,4709,2023-09-07,2,340.15,341.45,339.25,340.29,12.42,3.5,340.0,0.0,1.57,0.547,0.116,-0.226,0.122,1,1.57,C,2309W1,342.5,KR4209BT3426,코스피위클리 C 2309W1 342.5,0.56,0.79,0.89,0.34,11.0,163143,20967415000,10208,2023-09-07,2,340.15,341.45,339.25,340.29,12.42,3.5,340.0,2.5,0.56,-0.538,-0.194,0.374,-0.204,1,-1.12
2023-09-06,2023-08-31,C,2309W1,340.0,KR4209BT3400,코스피위클리 C 2309W1 340.0,0.21,0.96,1.38,0.19,8.9,215066,25316592500,10546,2023-09-07,1,339.66,340.48,337.36,337.85,12.46,3.5,337.5,2.5,0.21,0.176,0.116,-0.144,0.065,1,0.21,C,2309W1,342.5,KR4209BT3426,코스피위클리 C 2309W1 342.5,0.02,0.25,0.37,0.02,9.2,211241,7042327500,19735,2023-09-07,1,339.66,340.48,337.36,337.85,12.46,3.5,337.5,5.0,0.02,-0.048,-0.05,0.066,-0.028,1,-0.04
2023-09-07,2023-08-31,C,2309W1,340.0,KR4209BT3400,코스피위클리 C 2309W1 340.0,0.01,0.02,0.07,0.01,10.7,193998,1543920000,0,2023-09-07,0,336.93,338.02,335.08,336.74,12.69,3.5,337.5,2.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2309W1,342.5,KR4209BT3426,코스피위클리 C 2309W1 342.5,0.01,0.01,0.01,0.01,15.7,20693,85627500,0,2023-09-07,0,336.93,338.02,335.08,336.74,12.69,3.5,337.5,5.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-09-14,2023-09-14,C,2309W3,345.0,KR4209BV3455,코스피위클리 C 2309W3 345.0,0.7,0.24,0.72,0.23,9.8,8046,843905000,1535,2023-09-21,7,337.34,341.19,336.64,341.19,12.02,3.5,340.0,5.0,0.7,0.24,0.063,-0.096,0.157,1,0.7,C,2309W3,347.5,KR4209BV3471,코스피위클리 C 2309W3 347.5,0.26,0.12,0.3,0.09,9.7,12509,553722500,4861,2023-09-21,7,337.34,341.19,336.64,341.19,12.02,3.5,340.0,7.5,0.26,-0.224,-0.078,0.116,-0.192,1,-0.52
2023-09-15,2023-09-14,C,2309W3,345.0,KR4209BV3455,코스피위클리 C 2309W3 345.0,2.0,0.81,3.03,0.65,9.9,31745,12447812500,2573,2023-09-21,6,341.56,346.29,341.02,344.98,11.73,3.5,345.0,0.0,1.99,0.521,0.084,-0.135,0.19,1,1.99,C,2309W3,347.5,KR4209BV3471,코스피위클리 C 2309W3 347.5,0.88,0.33,1.67,0.26,9.3,54285,11518057500,3717,2023-09-21,6,341.56,346.29,341.02,344.98,11.73,3.5,345.0,2.5,0.86,-0.612,-0.158,0.222,-0.336,1,-1.72
2023-09-18,2023-09-14,C,2309W3,345.0,KR4209BV3455,코스피위클리 C 2309W3 345.0,0.46,1.12,1.49,0.38,12.9,68086,11415762500,7215,2023-09-21,3,342.98,344.39,340.51,340.67,12.85,3.5,340.0,5.0,0.46,0.184,0.058,-0.153,0.095,1,0.46,C,2309W3,347.5,KR4209BV3471,코스피위클리 C 2309W3 347.5,0.14,0.43,0.62,0.12,12.6,77939,4905187500,9850,2023-09-21,3,342.98,344.39,340.51,340.67,12.85,3.5,340.0,7.5,0.14,-0.142,-0.06,0.152,-0.096,1,-0.28
2023-09-19,2023-09-14,C,2309W3,345.0,KR4209BV3455,코스피위클리 C 2309W3 345.0,0.07,0.34,0.52,0.04,11.7,156774,8434702500,16172,2023-09-21,2,341.5,342.18,338.21,338.82,12.95,3.5,340.0,5.0,0.07,0.047,0.027,-0.059,0.03,1,0.07,C,2309W3,347.5,KR4209BV3471,코스피위클리 C 2309W3 347.5,0.02,0.09,0.14,0.01,12.7,74819,1161977500,16813,2023-09-21,2,341.5,342.18,338.21,338.82,12.95,3.5,340.0,7.5,0.02,-0.03,-0.02,0.05,-0.024,1,-0.04
2023-09-20,2023-09-14,C,2309W3,345.0,KR4209BV3455,코스피위클리 C 2309W3 345.0,0.01,0.04,0.06,0.01,10.7,103456,786615000,20656,2023-09-21,1,338.54,339.87,337.57,338.75,13.03,3.5,340.0,5.0,0.01,0.011,0.011,-0.02,0.007,1,0.01,C,2309W3,347.5,KR4209BV3471,코스피위클리 C 2309W3 347.5,0.01,0.01,0.02,0.01,14.4,28385,77945000,19259,2023-09-21,1,338.54,339.87,337.57,338.75,13.03,3.5,340.0,7.5,0.01,-0.018,-0.014,0.044,-0.012,1,-0.02
2023-09-21,2023-09-14,C,2309W3,345.0,KR4209BV3455,코스피위클리 C 2309W3 345.0,0.01,0.01,0.01,0.01,26.8,7057,17642500,0,2023-09-21,0,336.73,337.54,333.01,333.04,13.96,3.5,332.5,12.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2309W3,347.5,KR4209BV3471,코스피위클리 C 2309W3 347.5,0.01,0.01,0.01,0.01,31.5,1460,3650000,0,2023-09-21,0,336.73,337.54,333.01,333.04,13.96,3.5,332.5,15.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-09-21,2023-09-21,C,2309W4,337.5,KR4209BW3371,코스피위클리 C 2309W4 337.5,0.58,1.6,1.7,0.52,12.2,3462,580082500,1375,2023-09-27,6,336.73,337.54,333.01,333.04,13.96,3.5,332.5,5.0,0.75,0.23,0.054,-0.122,0.14,1,0.75,C,2309W4,340.0,KR4209BW3405,코스피위클리 C 2309W4 340.0,0.26,0.81,0.9,0.22,12.4,5126,422630000,3090,2023-09-27,6,336.73,337.54,333.01,333.04,13.96,3.5,332.5,7.5,0.35,-0.248,-0.072,0.166,-0.188,1,-0.7
2023-09-22,2023-09-21,C,2309W4,337.5,KR4209BW3371,코스피위클리 C 2309W4 337.5,0.27,0.24,0.38,0.16,11.7,71044,4672370000,5910,2023-09-27,5,329.9,332.59,329.11,332.02,14.18,3.5,332.5,5.0,0.38,0.148,0.046,-0.096,0.098,1,0.38,C,2309W4,340.0,KR4209BW3405,코스피위클리 C 2309W4 340.0,0.1,0.1,0.14,0.06,11.9,25254,656315000,4645,2023-09-27,5,329.9,332.59,329.11,332.02,14.18,3.5,332.5,7.5,0.14,-0.13,-0.05,0.108,-0.108,1,-0.28
2023-09-25,2023-09-21,C,2309W4,337.5,KR4209BW3371,코스피위클리 C 2309W4 337.5,0.09,0.16,0.2,0.03,13.6,118267,3053892500,12643,2023-09-27,2,331.4,332.65,330.1,331.58,14.1,3.5,332.5,5.0,0.15,0.08,0.036,-0.101,0.045,1,0.15,C,2309W4,340.0,KR4209BW3405,코스피위클리 C 2309W4 340.0,0.02,0.06,0.06,0.01,13.7,28616,212847500,12205,2023-09-27,2,331.4,332.65,330.1,331.58,14.1,3.5,332.5,7.5,0.04,-0.046,-0.026,0.076,-0.034,1,-0.08
2023-09-26,2023-09-21,C,2309W4,337.5,KR4209BW3371,코스피위클리 C 2309W4 337.5,0.01,0.05,0.05,0.01,17.8,68067,488145000,24514,2023-09-27,1,331.51,331.56,326.63,326.9,14.74,3.5,327.5,10.0,0.01,0.008,0.005,-0.024,0.005,1,0.01,C,2309W4,340.0,KR4209BW3405,코스피위클리 C 2309W4 340.0,0.01,0.01,0.01,0.01,21.3,12178,34485000,16635,2023-09-27,1,331.51,331.56,326.63,326.9,14.74,3.5,327.5,12.5,0.01,-0.014,-0.008,0.048,-0.01,1,-0.02
2023-09-27,2023-09-21,C,2309W4,337.5,KR4209BW3371,코스피위클리 C 2309W4 337.5,0.01,0.01,0.01,0.01,27.4,443,1107500,0,2023-09-27,0,325.05,327.5,324.73,326.71,15.08,3.5,327.5,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2309W4,340.0,KR4209BW3405,코스피위클리 C 2309W4 340.0,0.01,0.01,0.01,0.01,32.3,69,172500,0,2023-09-27,0,325.05,327.5,324.73,326.71,15.08,3.5,327.5,12.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-10-12,2023-10-12,C,2310W3,335.0,KR4209BY3353,코스피위클리 C 2310W3 335.0,0.66,0.46,0.72,0.34,13.3,5293,705552500,1573,2023-10-19,7,326.89,328.85,326.89,328.85,15.7,3.5,330.0,5.0,0.65,0.186,0.041,-0.108,0.13,1,0.65,C,2310W3,337.5,KR4209BY3379,코스피위클리 C 2310W3 337.5,0.35,0.19,0.35,0.15,13.8,4967,275412500,1161,2023-10-19,7,326.89,328.85,326.89,328.85,15.7,3.5,330.0,7.5,0.36,-0.222,-0.056,0.158,-0.184,1,-0.72
2023-10-13,2023-10-12,C,2310W3,335.0,KR4209BY3353,코스피위클리 C 2310W3 335.0,0.14,0.26,0.32,0.12,12.6,23898,1226980000,4286,2023-10-19,6,326.11,327.33,325.43,325.77,15.95,3.5,325.0,10.0,0.15,0.06,0.021,-0.048,0.054,1,0.15,C,2310W3,337.5,KR4209BY3379,코스피위클리 C 2310W3 337.5,0.03,0.11,0.13,0.03,11.8,17526,399155000,6607,2023-10-19,6,326.11,327.33,325.43,325.77,15.95,3.5,325.0,12.5,0.03,-0.034,-0.016,0.032,-0.038,1,-0.06
2023-10-16,2023-10-12,C,2310W3,335.0,KR4209BY3353,코스피위클리 C 2310W3 335.0,0.02,0.05,0.06,0.01,14.8,36398,282985000,9969,2023-10-19,3,324.1,326.0,321.32,323.29,17.07,3.5,322.5,12.5,0.02,0.012,0.006,-0.019,0.01,1,0.02,C,2310W3,337.5,KR4209BY3379,코스피위클리 C 2310W3 337.5,0.01,0.01,0.02,0.01,16.2,7600,23202500,6636,2023-10-19,3,324.1,326.0,321.32,323.29,17.07,3.5,322.5,15.0,0.01,-0.012,-0.006,0.024,-0.012,1,-0.02
2023-10-17,2023-10-12,C,2310W3,335.0,KR4209BY3353,코스피위클리 C 2310W3 335.0,0.03,0.03,0.06,0.01,12.4,85458,707497500,19647,2023-10-19,2,325.7,328.26,325.01,327.35,16.18,3.5,327.5,7.5,0.03,0.022,0.014,-0.032,0.015,1,0.03,C,2310W3,337.5,KR4209BY3379,코스피위클리 C 2310W3 337.5,0.01,0.01,0.02,0.01,13.9,44092,111257500,16928,2023-10-19,2,325.7,328.26,325.01,327.35,16.18,3.5,327.5,10.0,0.01,-0.016,-0.012,0.032,-0.014,1,-0.02
2023-10-18,2023-10-12,C,2310W3,335.0,KR4209BY3353,코스피위클리 C 2310W3 335.0,0.01,0.01,0.02,0.01,10.9,89902,252387500,27305,2023-10-19,1,326.32,329.06,326.12,328.82,16.0,3.5,330.0,5.0,0.01,0.011,0.011,-0.02,0.007,1,0.01,C,2310W3,337.5,KR4209BY3379,코스피위클리 C 2310W3 337.5,0.01,0.01,0.01,0.01,14.7,4334,10835000,20591,2023-10-19,1,326.32,329.06,326.12,328.82,16.0,3.5,330.0,7.5,0.01,-0.018,-0.014,0.042,-0.012,1,-0.02
2023-10-19,2023-10-12,C,2310W3,335.0,KR4209BY3353,코스피위클리 C 2310W3 335.0,0.01,0.01,0.01,0.01,29.4,6401,16002500,0,2023-10-19,0,324.75,325.08,322.4,322.76,18.23,3.5,322.5,12.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2310W3,337.5,KR4209BY3379,코스피위클리 C 2310W3 337.5,0.01,0.01,0.01,0.01,31.6,435,1087500,0,2023-10-19,0,324.75,325.08,322.4,322.76,18.23,3.5,322.5,15.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-10-19,2023-10-19,C,2310W4,330.0,KR4209BZ3303,코스피위클리 C 2310W4 330.0,0.58,1.05,1.05,0.55,14.4,2692,497052500,481,2023-10-26,7,324.75,325.08,322.4,322.76,18.23,3.5,322.5,7.5,0.57,0.16,0.035,-0.105,0.116,1,0.57,C,2310W4,332.5,KR4209BZ3329,코스피위클리 C 2310W4 332.5,0.26,0.5,0.52,0.23,14.1,2793,213557500,1154,2023-10-26,7,324.75,325.08,322.4,322.76,18.23,3.5,322.5,10.0,0.26,-0.168,-0.046,0.13,-0.148,1,-0.52
2023-10-20,2023-10-19,C,2310W4,330.0,KR4209BZ3303,코스피위클리 C 2310W4 330.0,0.1,0.26,0.26,0.09,14.8,32037,1168247500,6267,2023-10-26,6,319.45,320.18,316.28,317.96,19.53,3.5,317.5,12.5,0.1,0.038,0.013,-0.039,0.037,1,0.1,C,2310W4,332.5,KR4209BZ3329,코스피위클리 C 2310W4 332.5,0.04,0.1,0.1,0.03,15.1,15913,275962500,3424,2023-10-26,6,319.45,320.18,316.28,317.96,19.53,3.5,317.5,15.0,0.04,-0.036,-0.014,0.042,-0.04,1,-0.08
2023-10-23,2023-10-19,C,2310W4,330.0,KR4209BZ3303,코스피위클리 C 2310W4 330.0,0.02,0.04,0.06,0.01,18.3,14703,129097500,9625,2023-10-26,3,317.43,318.3,315.09,315.5,19.65,3.5,315.0,15.0,0.02,0.01,0.005,-0.021,0.009,1,0.02,C,2310W4,332.5,KR4209BZ3329,코스피위클리 C 2310W4 332.5,0.01,0.02,0.03,0.01,19.4,9080,37555000,7756,2023-10-26,3,317.43,318.3,315.09,315.5,19.65,3.5,315.0,17.5,0.01,-0.01,-0.004,0.024,-0.01,1,-0.02
2023-10-24,2023-10-19,C,2310W4,330.0,KR4209BZ3303,코스피위클리 C 2310W4 330.0,0.01,0.01,0.02,0.01,15.9,41437,110692500,17727,2023-10-26,2,317.34,318.63,311.77,318.43,18.82,3.5,317.5,12.5,0.01,0.007,0.004,-0.015,0.006,1,0.01,C,2310W4,332.5,KR4209BZ3329,코스피위클리 C 2310W4 332.5,0.01,0.01,0.01,0.01,18.7,2462,6155000,10155,2023-10-26,2,317.34,318.63,311.77,318.43,18.82,3.5,317.5,15.0,0.01,-0.012,-0.006,0.03,-0.01,1,-0.02
2023-10-25,2023-10-19,C,2310W4,330.0,KR4209BZ3303,코스피위클리 C 2310W4 330.0,0.01,0.01,0.01,0.01,21.3,4079,10197500,20341,2023-10-26,1,319.26,319.59,316.3,316.49,18.56,3.5,317.5,12.5,0.01,0.004,0.003,-0.016,0.003,1,0.01,C,2310W4,332.5,KR4209BZ3329,코스피위클리 C 2310W4 332.5,0.01,0.01,0.01,0.01,24.2,353,882500,10398,2023-10-26,1,319.26,319.59,316.3,316.49,18.56,3.5,317.5,15.0,0.01,-0.006,-0.004,0.026,-0.004,1,-0.02
2023-10-26,2023-10-19,C,2310W4,330.0,KR4209BZ3303,코스피위클리 C 2310W4 330.0,0.01,0.01,0.01,0.01,31.9,25,62500,0,2023-10-26,0,311.36,312.37,307.75,307.75,21.14,3.5,307.5,22.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2310W4,332.5,KR4209BZ3329,코스피위클리 C 2310W4 332.5,0.01,0.01,0.01,0.01,53.8,2,5000,0,2023-10-26,0,311.36,312.37,307.75,307.75,21.14,3.5,307.5,25.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-10-26,2023-10-26,C,2311W1,315.0,KR4209C03151,코스피위클리 C 2311W1 315.0,1.17,2.19,2.3,1.14,19.8,1116,389077500,581,2023-11-02,7,311.36,312.37,307.75,307.75,21.14,3.5,307.5,7.5,1.16,0.226,0.033,-0.169,0.137,1,1.16,C,2311W1,320.0,KR4209C03201,코스피위클리 C 2311W1 320.0,0.38,0.78,0.86,0.36,19.4,3165,442410000,977,2023-11-02,7,311.36,312.37,307.75,307.75,21.14,3.5,307.5,12.5,0.38,-0.188,-0.038,0.184,-0.152,1,-0.76
